participant_num,trial_index,stimulus,task,word,correct,reaction_time,length,lgSUBTLWF,freqGroup
6,60,another,lexical_decision,TRUE,TRUE,1247,7,4.415,high
6,61,exert,lexical_decision,TRUE,FALSE,887,5,1.544,low
6,62,lbmwq,lexical_decision,FALSE,TRUE,1672,NA,NA,nonword
6,63,sized,lexical_decision,TRUE,TRUE,959,5,1.518,low
6,64,doubles,lexical_decision,TRUE,TRUE,1191,7,2.173,low
6,65,zxcvb,lexical_decision,FALSE,TRUE,1095,NA,NA,nonword
7,2,doing,lexical_decision,TRUE,TRUE,1025,5,4.72,high
7,3,ptwxlbn,lexical_decision,FALSE,TRUE,696,NA,NA,nonword
7,4,blong,lexical_decision,FALSE,TRUE,1118,NA,NA,nonword
7,5,denim,lexical_decision,TRUE,TRUE,772,5,1.532,low
7,6,heaving,lexical_decision,TRUE,TRUE,1169,7,1.505,low
7,7,lxzctgr,lexical_decision,FALSE,TRUE,1173,NA,NA,nonword
7,8,sorry,lexical_decision,TRUE,TRUE,874,5,4.775,high
7,9,qwsdf,lexical_decision,FALSE,TRUE,716,NA,NA,nonword
7,10,doubles,lexical_decision,TRUE,TRUE,836,7,2.173,low
7,11,threp,lexical_decision,FALSE,TRUE,912,NA,NA,nonword
7,12,tipsy,lexical_decision,TRUE,TRUE,722,5,1.532,low
7,13,pasty,lexical_decision,TRUE,TRUE,749,5,1.505,low
7,14,looking,lexical_decision,TRUE,TRUE,664,7,4.344,high
7,15,fphql,lexical_decision,FALSE,TRUE,603,NA,NA,nonword
7,16,thing,lexical_decision,TRUE,TRUE,837,5,4.745,high
7,17,zxcvb,lexical_decision,FALSE,TRUE,769,NA,NA,nonword
7,18,brote,lexical_decision,FALSE,TRUE,1023,NA,NA,nonword
7,19,tpszk,lexical_decision,FALSE,TRUE,760,NA,NA,nonword
7,20,frosket,lexical_decision,FALSE,FALSE,2113,NA,NA,nonword
7,21,vqnfksp,lexical_decision,FALSE,TRUE,808,NA,NA,nonword
7,22,bcrztxl,lexical_decision,FALSE,TRUE,551,NA,NA,nonword
7,23,maybe,lexical_decision,TRUE,TRUE,670,5,4.674,high
7,24,going,lexical_decision,TRUE,TRUE,627,5,5.035,high
7,25,nothing,lexical_decision,TRUE,FALSE,804,7,4.639,high
7,26,believe,lexical_decision,TRUE,TRUE,2579,7,4.504,high
7,27,taunt,lexical_decision,TRUE,TRUE,834,5,1.518,low
7,28,trinity,lexical_decision,TRUE,TRUE,752,7,2.176,low
7,29,bkgtl,lexical_decision,FALSE,TRUE,904,NA,NA,nonword
7,30,stend,lexical_decision,FALSE,TRUE,1180,NA,NA,nonword
7,31,knitted,lexical_decision,TRUE,TRUE,782,7,1.532,low
7,32,qwsdfge,lexical_decision,FALSE,TRUE,610,NA,NA,nonword
7,33,splinth,lexical_decision,FALSE,TRUE,1462,NA,NA,nonword
7,34,cjvgy,lexical_decision,FALSE,TRUE,965,NA,NA,nonword
7,35,snackle,lexical_decision,FALSE,TRUE,1156,NA,NA,nonword
7,36,inhabit,lexical_decision,TRUE,TRUE,734,7,1.532,low
7,37,brendle,lexical_decision,FALSE,TRUE,1198,NA,NA,nonword
7,38,trilogy,lexical_decision,TRUE,TRUE,767,7,1.518,low
7,39,plimber,lexical_decision,FALSE,TRUE,1074,NA,NA,nonword
7,40,ploke,lexical_decision,FALSE,FALSE,1583,NA,NA,nonword
7,41,thought,lexical_decision,TRUE,TRUE,1389,7,4.615,high
7,42,hmfjpwb,lexical_decision,FALSE,TRUE,1126,NA,NA,nonword
7,43,claster,lexical_decision,FALSE,TRUE,1381,NA,NA,nonword
7,44,lbmwq,lexical_decision,FALSE,TRUE,683,NA,NA,nonword
7,45,kwilt,lexical_decision,FALSE,TRUE,422,NA,NA,nonword
7,46,woven,lexical_decision,TRUE,TRUE,1708,5,1.518,low
7,47,ribbons,lexical_decision,TRUE,TRUE,622,7,2.176,low
7,48,glonick,lexical_decision,FALSE,TRUE,1037,NA,NA,nonword
7,49,through,lexical_decision,TRUE,TRUE,1088,7,4.448,high
7,50,flirp,lexical_decision,FALSE,TRUE,1272,NA,NA,nonword
7,51,tromple,lexical_decision,FALSE,TRUE,2006,NA,NA,nonword
7,52,glarp,lexical_decision,FALSE,TRUE,919,NA,NA,nonword
7,53,sized,lexical_decision,TRUE,TRUE,845,5,1.518,low
7,54,platter,lexical_decision,TRUE,TRUE,1148,7,2.176,low
7,55,zvxqrdt,lexical_decision,FALSE,TRUE,644,NA,NA,nonword
7,56,ptbwx,lexical_decision,FALSE,TRUE,850,NA,NA,nonword
7,57,morning,lexical_decision,TRUE,TRUE,687,7,4.35,high
7,58,exert,lexical_decision,TRUE,TRUE,1493,5,1.544,low
7,59,think,lexical_decision,TRUE,TRUE,582,5,5.138,high
7,60,right,lexical_decision,TRUE,TRUE,709,5,5.311,high
7,61,where,lexical_decision,TRUE,TRUE,686,5,4.97,high
7,62,talking,lexical_decision,TRUE,TRUE,822,7,4.405,high
7,63,aided,lexical_decision,TRUE,TRUE,985,5,1.532,low
7,64,another,lexical_decision,TRUE,TRUE,670,7,4.415,high
7,65,gkfjvmd,lexical_decision,FALSE,TRUE,717,NA,NA,nonword
8,2,knitted,lexical_decision,TRUE,TRUE,1183,7,1.532,low
8,3,aided,lexical_decision,TRUE,TRUE,753,5,1.532,low
8,4,stend,lexical_decision,FALSE,TRUE,1638,NA,NA,nonword
8,5,ptwxlbn,lexical_decision,FALSE,TRUE,2274,NA,NA,nonword
8,6,kwilt,lexical_decision,FALSE,FALSE,984,NA,NA,nonword
8,7,vqnfksp,lexical_decision,FALSE,TRUE,720,NA,NA,nonword
8,8,woven,lexical_decision,TRUE,TRUE,751,5,1.518,low
8,9,ptbwx,lexical_decision,FALSE,TRUE,1166,NA,NA,nonword
8,10,nothing,lexical_decision,TRUE,TRUE,706,7,4.639,high
8,11,going,lexical_decision,TRUE,TRUE,535,5,5.035,high
8,12,zvxqrdt,lexical_decision,FALSE,TRUE,613,NA,NA,nonword
8,13,threp,lexical_decision,FALSE,FALSE,822,NA,NA,nonword
8,14,brote,lexical_decision,FALSE,TRUE,1885,NA,NA,nonword
8,15,believe,lexical_decision,TRUE,TRUE,707,7,4.504,high
8,16,glarp,lexical_decision,FALSE,FALSE,1802,NA,NA,nonword
8,17,frosket,lexical_decision,FALSE,FALSE,1467,NA,NA,nonword
8,18,through,lexical_decision,TRUE,TRUE,834,7,4.448,high
8,19,claster,lexical_decision,FALSE,FALSE,602,NA,NA,nonword
8,20,ribbons,lexical_decision,TRUE,TRUE,585,7,2.176,low
8,21,trilogy,lexical_decision,TRUE,TRUE,521,7,1.518,low
8,22,think,lexical_decision,TRUE,TRUE,497,5,5.138,high
8,23,another,lexical_decision,TRUE,TRUE,487,7,4.415,high
8,24,cjvgy,lexical_decision,FALSE,TRUE,687,NA,NA,nonword
8,25,thing,lexical_decision,TRUE,TRUE,691,5,4.745,high
8,26,where,lexical_decision,TRUE,TRUE,457,5,4.97,high
8,27,splinth,lexical_decision,FALSE,FALSE,480,NA,NA,nonword
8,28,tromple,lexical_decision,FALSE,FALSE,1395,NA,NA,nonword
8,29,sized,lexical_decision,TRUE,TRUE,538,5,1.518,low
8,30,plimber,lexical_decision,FALSE,FALSE,2537,NA,NA,nonword
8,31,glonick,lexical_decision,FALSE,TRUE,2811,NA,NA,nonword
8,32,pasty,lexical_decision,TRUE,TRUE,942,5,1.505,low
8,33,taunt,lexical_decision,TRUE,TRUE,583,5,1.518,low
8,34,brendle,lexical_decision,FALSE,FALSE,518,NA,NA,nonword
8,35,heaving,lexical_decision,TRUE,TRUE,584,7,1.505,low
8,36,looking,lexical_decision,TRUE,TRUE,420,7,4.344,high
8,37,denim,lexical_decision,TRUE,TRUE,627,5,1.532,low
8,38,platter,lexical_decision,TRUE,TRUE,428,7,2.176,low
8,39,qwsdfge,lexical_decision,FALSE,TRUE,572,NA,NA,nonword
8,40,maybe,lexical_decision,TRUE,TRUE,661,5,4.674,high
8,41,qwsdf,lexical_decision,FALSE,TRUE,583,NA,NA,nonword
8,42,blong,lexical_decision,FALSE,FALSE,548,NA,NA,nonword
8,43,inhabit,lexical_decision,TRUE,TRUE,983,7,1.532,low
8,44,lxzctgr,lexical_decision,FALSE,TRUE,625,NA,NA,nonword
8,45,zxcvb,lexical_decision,FALSE,TRUE,1136,NA,NA,nonword
8,46,snackle,lexical_decision,FALSE,FALSE,610,NA,NA,nonword
8,47,trinity,lexical_decision,TRUE,TRUE,643,7,2.176,low
8,48,lbmwq,lexical_decision,FALSE,TRUE,548,NA,NA,nonword
8,49,doubles,lexical_decision,TRUE,TRUE,706,7,2.173,low
8,50,bcrztxl,lexical_decision,FALSE,TRUE,571,NA,NA,nonword
8,51,sorry,lexical_decision,TRUE,TRUE,613,5,4.775,high
8,52,hmfjpwb,lexical_decision,FALSE,TRUE,954,NA,NA,nonword
8,53,gkfjvmd,lexical_decision,FALSE,TRUE,683,NA,NA,nonword
8,54,right,lexical_decision,TRUE,TRUE,722,5,5.311,high
8,55,ploke,lexical_decision,FALSE,FALSE,426,NA,NA,nonword
8,56,fphql,lexical_decision,FALSE,TRUE,612,NA,NA,nonword
8,57,bkgtl,lexical_decision,FALSE,TRUE,532,NA,NA,nonword
8,58,exert,lexical_decision,TRUE,TRUE,1442,5,1.544,low
8,59,talking,lexical_decision,TRUE,TRUE,522,7,4.405,high
8,60,morning,lexical_decision,TRUE,TRUE,495,7,4.35,high
8,61,tipsy,lexical_decision,TRUE,TRUE,415,5,1.532,low
8,62,thought,lexical_decision,TRUE,TRUE,431,7,4.615,high
8,63,tpszk,lexical_decision,FALSE,TRUE,615,NA,NA,nonword
8,64,flirp,lexical_decision,FALSE,FALSE,563,NA,NA,nonword
8,65,doing,lexical_decision,TRUE,FALSE,459,5,4.72,high
9,2,doubles,lexical_decision,TRUE,TRUE,1352,7,2.173,low
9,3,ploke,lexical_decision,FALSE,TRUE,1244,NA,NA,nonword
9,4,lxzctgr,lexical_decision,FALSE,TRUE,828,NA,NA,nonword
9,5,talking,lexical_decision,TRUE,TRUE,843,7,4.405,high
9,6,thought,lexical_decision,TRUE,TRUE,570,7,4.615,high
9,7,glarp,lexical_decision,FALSE,FALSE,1036,NA,NA,nonword
9,8,knitted,lexical_decision,TRUE,TRUE,851,7,1.532,low
9,9,maybe,lexical_decision,TRUE,TRUE,698,5,4.674,high
9,10,stend,lexical_decision,FALSE,FALSE,833,NA,NA,nonword
9,11,glonick,lexical_decision,FALSE,TRUE,826,NA,NA,nonword
9,12,denim,lexical_decision,TRUE,TRUE,878,5,1.532,low
9,13,going,lexical_decision,TRUE,TRUE,752,5,5.035,high
9,14,tpszk,lexical_decision,FALSE,TRUE,760,NA,NA,nonword
9,15,aided,lexical_decision,TRUE,TRUE,824,5,1.532,low
9,16,ptwxlbn,lexical_decision,FALSE,TRUE,614,NA,NA,nonword
9,17,kwilt,lexical_decision,FALSE,FALSE,1985,NA,NA,nonword
9,18,vqnfksp,lexical_decision,FALSE,TRUE,665,NA,NA,nonword
9,19,inhabit,lexical_decision,TRUE,TRUE,688,7,1.532,low
9,20,through,lexical_decision,TRUE,TRUE,535,7,4.448,high
9,21,taunt,lexical_decision,TRUE,TRUE,713,5,1.518,low
9,22,lbmwq,lexical_decision,FALSE,TRUE,655,NA,NA,nonword
9,23,brote,lexical_decision,FALSE,FALSE,747,NA,NA,nonword
9,24,claster,lexical_decision,FALSE,FALSE,756,NA,NA,nonword
9,25,sized,lexical_decision,TRUE,TRUE,561,5,1.518,low
9,26,snackle,lexical_decision,FALSE,FALSE,757,NA,NA,nonword
9,27,ribbons,lexical_decision,TRUE,TRUE,629,7,2.176,low
9,28,think,lexical_decision,TRUE,TRUE,489,5,5.138,high
9,29,woven,lexical_decision,TRUE,TRUE,736,5,1.518,low
9,30,right,lexical_decision,TRUE,TRUE,689,5,5.311,high
9,31,heaving,lexical_decision,TRUE,TRUE,525,7,1.505,low
9,32,another,lexical_decision,TRUE,TRUE,483,7,4.415,high
9,33,tipsy,lexical_decision,TRUE,TRUE,1039,5,1.532,low
9,34,doing,lexical_decision,TRUE,TRUE,504,5,4.72,high
9,35,qwsdf,lexical_decision,FALSE,TRUE,641,NA,NA,nonword
9,36,cjvgy,lexical_decision,FALSE,TRUE,769,NA,NA,nonword
9,37,thing,lexical_decision,TRUE,TRUE,708,5,4.745,high
9,38,plimber,lexical_decision,FALSE,FALSE,716,NA,NA,nonword
9,39,looking,lexical_decision,TRUE,TRUE,522,7,4.344,high
9,40,threp,lexical_decision,FALSE,FALSE,595,NA,NA,nonword
9,41,qwsdfge,lexical_decision,FALSE,TRUE,644,NA,NA,nonword
9,42,gkfjvmd,lexical_decision,FALSE,TRUE,628,NA,NA,nonword
9,43,believe,lexical_decision,TRUE,TRUE,496,7,4.504,high
9,44,exert,lexical_decision,TRUE,TRUE,643,5,1.544,low
9,45,ptbwx,lexical_decision,FALSE,TRUE,526,NA,NA,nonword
9,46,splinth,lexical_decision,FALSE,TRUE,524,NA,NA,nonword
9,47,where,lexical_decision,TRUE,FALSE,746,5,4.97,high
9,48,tromple,lexical_decision,FALSE,FALSE,636,NA,NA,nonword
9,49,trinity,lexical_decision,TRUE,TRUE,565,7,2.176,low
9,50,hmfjpwb,lexical_decision,FALSE,TRUE,636,NA,NA,nonword
9,51,sorry,lexical_decision,TRUE,TRUE,469,5,4.775,high
9,52,trilogy,lexical_decision,TRUE,TRUE,747,7,1.518,low
9,53,nothing,lexical_decision,TRUE,TRUE,689,7,4.639,high
9,54,platter,lexical_decision,TRUE,TRUE,592,7,2.176,low
9,55,flirp,lexical_decision,FALSE,FALSE,526,NA,NA,nonword
9,56,bcrztxl,lexical_decision,FALSE,TRUE,556,NA,NA,nonword
9,57,zxcvb,lexical_decision,FALSE,TRUE,598,NA,NA,nonword
9,58,blong,lexical_decision,FALSE,FALSE,753,NA,NA,nonword
9,59,pasty,lexical_decision,TRUE,TRUE,444,5,1.505,low
9,60,brendle,lexical_decision,FALSE,FALSE,439,NA,NA,nonword
9,61,frosket,lexical_decision,FALSE,FALSE,696,NA,NA,nonword
9,62,morning,lexical_decision,TRUE,TRUE,498,7,4.35,high
9,63,bkgtl,lexical_decision,FALSE,TRUE,632,NA,NA,nonword
9,64,zvxqrdt,lexical_decision,FALSE,TRUE,490,NA,NA,nonword
9,65,fphql,lexical_decision,FALSE,TRUE,486,NA,NA,nonword
10,2,ptbwx,lexical_decision,FALSE,TRUE,1434,NA,NA,nonword
10,3,nothing,lexical_decision,TRUE,TRUE,757,7,4.639,high
10,4,aided,lexical_decision,TRUE,TRUE,694,5,1.532,low
10,5,pasty,lexical_decision,TRUE,FALSE,4177,5,1.505,low
10,6,plimber,lexical_decision,FALSE,TRUE,3033,NA,NA,nonword
10,7,lbmwq,lexical_decision,FALSE,TRUE,884,NA,NA,nonword
10,8,hmfjpwb,lexical_decision,FALSE,TRUE,762,NA,NA,nonword
10,9,woven,lexical_decision,TRUE,FALSE,1494,5,1.518,low
10,10,doing,lexical_decision,TRUE,TRUE,702,5,4.72,high
10,11,stend,lexical_decision,FALSE,TRUE,1014,NA,NA,nonword
10,12,platter,lexical_decision,TRUE,TRUE,642,7,2.176,low
10,13,brote,lexical_decision,FALSE,TRUE,1417,NA,NA,nonword
10,14,where,lexical_decision,TRUE,TRUE,573,5,4.97,high
10,15,threp,lexical_decision,FALSE,TRUE,822,NA,NA,nonword
10,16,going,lexical_decision,TRUE,TRUE,572,5,5.035,high
10,17,qwsdf,lexical_decision,FALSE,TRUE,848,NA,NA,nonword
10,18,knitted,lexical_decision,TRUE,TRUE,685,7,1.532,low
10,19,exert,lexical_decision,TRUE,TRUE,180,5,1.544,low
10,20,ribbons,lexical_decision,TRUE,TRUE,1275,7,2.176,low
10,21,think,lexical_decision,TRUE,TRUE,1095,5,5.138,high
10,22,through,lexical_decision,TRUE,TRUE,1245,7,4.448,high
10,23,taunt,lexical_decision,TRUE,TRUE,620,5,1.518,low
10,24,frosket,lexical_decision,FALSE,TRUE,1045,NA,NA,nonword
10,25,zvxqrdt,lexical_decision,FALSE,TRUE,508,NA,NA,nonword
10,26,zxcvb,lexical_decision,FALSE,TRUE,426,NA,NA,nonword
10,27,snackle,lexical_decision,FALSE,TRUE,994,NA,NA,nonword
10,28,tromple,lexical_decision,FALSE,TRUE,876,NA,NA,nonword
10,29,tipsy,lexical_decision,TRUE,TRUE,750,5,1.532,low
10,30,ploke,lexical_decision,FALSE,TRUE,849,NA,NA,nonword
10,31,thought,lexical_decision,TRUE,TRUE,631,7,4.615,high
10,32,believe,lexical_decision,TRUE,TRUE,484,7,4.504,high
10,33,vqnfksp,lexical_decision,FALSE,TRUE,450,NA,NA,nonword
10,34,another,lexical_decision,TRUE,TRUE,634,7,4.415,high
10,35,trinity,lexical_decision,TRUE,TRUE,722,7,2.176,low
10,36,claster,lexical_decision,FALSE,FALSE,649,NA,NA,nonword
10,37,talking,lexical_decision,TRUE,TRUE,685,7,4.405,high
10,38,looking,lexical_decision,TRUE,TRUE,506,7,4.344,high
10,39,thing,lexical_decision,TRUE,TRUE,513,5,4.745,high
10,40,kwilt,lexical_decision,FALSE,TRUE,877,NA,NA,nonword
10,41,trilogy,lexical_decision,TRUE,TRUE,550,7,1.518,low
10,42,bcrztxl,lexical_decision,FALSE,TRUE,654,NA,NA,nonword
10,43,tpszk,lexical_decision,FALSE,TRUE,785,NA,NA,nonword
10,44,blong,lexical_decision,FALSE,FALSE,487,NA,NA,nonword
10,45,ptwxlbn,lexical_decision,FALSE,TRUE,666,NA,NA,nonword
10,46,doubles,lexical_decision,TRUE,TRUE,611,7,2.173,low
10,47,heaving,lexical_decision,TRUE,FALSE,993,7,1.505,low
10,48,fphql,lexical_decision,FALSE,TRUE,503,NA,NA,nonword
10,49,glarp,lexical_decision,FALSE,TRUE,886,NA,NA,nonword
10,50,lxzctgr,lexical_decision,FALSE,TRUE,450,NA,NA,nonword
10,51,cjvgy,lexical_decision,FALSE,TRUE,422,NA,NA,nonword
10,52,qwsdfge,lexical_decision,FALSE,TRUE,410,NA,NA,nonword
10,53,gkfjvmd,lexical_decision,FALSE,TRUE,338,NA,NA,nonword
10,54,right,lexical_decision,TRUE,FALSE,306,5,5.311,high
10,55,morning,lexical_decision,TRUE,TRUE,732,7,4.35,high
10,56,denim,lexical_decision,TRUE,TRUE,843,5,1.532,low
10,57,sorry,lexical_decision,TRUE,TRUE,622,5,4.775,high
10,58,sized,lexical_decision,TRUE,TRUE,672,5,1.518,low
10,59,inhabit,lexical_decision,TRUE,TRUE,482,7,1.532,low
10,60,glonick,lexical_decision,FALSE,TRUE,864,NA,NA,nonword
10,61,brendle,lexical_decision,FALSE,TRUE,793,NA,NA,nonword
10,62,flirp,lexical_decision,FALSE,TRUE,773,NA,NA,nonword
10,63,splinth,lexical_decision,FALSE,TRUE,766,NA,NA,nonword
10,64,maybe,lexical_decision,TRUE,TRUE,803,5,4.674,high
10,65,bkgtl,lexical_decision,FALSE,TRUE,470,NA,NA,nonword
11,2,zvxqrdt,lexical_decision,FALSE,TRUE,1631,NA,NA,nonword
11,3,sorry,lexical_decision,TRUE,TRUE,884,5,4.775,high
11,4,qwsdfge,lexical_decision,FALSE,TRUE,563,NA,NA,nonword
11,5,flirp,lexical_decision,FALSE,FALSE,478,NA,NA,nonword
11,6,gkfjvmd,lexical_decision,FALSE,TRUE,1015,NA,NA,nonword
11,7,thing,lexical_decision,TRUE,TRUE,658,5,4.745,high
11,8,where,lexical_decision,TRUE,TRUE,545,5,4.97,high
11,9,tromple,lexical_decision,FALSE,FALSE,990,NA,NA,nonword
11,10,pasty,lexical_decision,TRUE,TRUE,717,5,1.505,low
11,11,talking,lexical_decision,TRUE,TRUE,540,7,4.405,high
11,12,plimber,lexical_decision,FALSE,FALSE,590,NA,NA,nonword
11,13,trinity,lexical_decision,TRUE,TRUE,626,7,2.176,low
11,14,morning,lexical_decision,TRUE,TRUE,972,7,4.35,high
11,15,bkgtl,lexical_decision,FALSE,TRUE,665,NA,NA,nonword
11,16,believe,lexical_decision,TRUE,TRUE,858,7,4.504,high
11,17,exert,lexical_decision,TRUE,TRUE,771,5,1.544,low
11,18,stend,lexical_decision,FALSE,FALSE,584,NA,NA,nonword
11,19,aided,lexical_decision,TRUE,TRUE,828,5,1.532,low
11,20,tpszk,lexical_decision,FALSE,TRUE,674,NA,NA,nonword
11,21,hmfjpwb,lexical_decision,FALSE,TRUE,681,NA,NA,nonword
11,22,lbmwq,lexical_decision,FALSE,TRUE,491,NA,NA,nonword
11,23,doing,lexical_decision,TRUE,TRUE,746,5,4.72,high
11,24,lxzctgr,lexical_decision,FALSE,TRUE,819,NA,NA,nonword
11,25,blong,lexical_decision,FALSE,FALSE,491,NA,NA,nonword
11,26,looking,lexical_decision,TRUE,FALSE,426,7,4.344,high
11,27,ribbons,lexical_decision,TRUE,TRUE,551,7,2.176,low
11,28,zxcvb,lexical_decision,FALSE,TRUE,754,NA,NA,nonword
11,29,thought,lexical_decision,TRUE,TRUE,1439,7,4.615,high
11,30,bcrztxl,lexical_decision,FALSE,TRUE,605,NA,NA,nonword
11,31,ptbwx,lexical_decision,FALSE,TRUE,536,NA,NA,nonword
11,32,threp,lexical_decision,FALSE,FALSE,579,NA,NA,nonword
11,33,glarp,lexical_decision,FALSE,TRUE,1532,NA,NA,nonword
11,34,ptwxlbn,lexical_decision,FALSE,FALSE,1205,NA,NA,nonword
11,35,brote,lexical_decision,FALSE,TRUE,2115,NA,NA,nonword
11,36,maybe,lexical_decision,TRUE,TRUE,1859,5,4.674,high
11,37,brendle,lexical_decision,FALSE,TRUE,564,NA,NA,nonword
11,38,claster,lexical_decision,FALSE,FALSE,1057,NA,NA,nonword
11,39,vqnfksp,lexical_decision,FALSE,TRUE,688,NA,NA,nonword
11,40,fphql,lexical_decision,FALSE,TRUE,788,NA,NA,nonword
11,41,qwsdf,lexical_decision,FALSE,TRUE,460,NA,NA,nonword
11,42,sized,lexical_decision,TRUE,TRUE,576,5,1.518,low
11,43,going,lexical_decision,TRUE,TRUE,1143,5,5.035,high
11,44,frosket,lexical_decision,FALSE,TRUE,717,NA,NA,nonword
11,45,nothing,lexical_decision,TRUE,TRUE,766,7,4.639,high
11,46,trilogy,lexical_decision,TRUE,TRUE,804,7,1.518,low
11,47,heaving,lexical_decision,TRUE,TRUE,458,7,1.505,low
11,48,doubles,lexical_decision,TRUE,TRUE,444,7,2.173,low
11,49,taunt,lexical_decision,TRUE,TRUE,512,5,1.518,low
11,50,inhabit,lexical_decision,TRUE,TRUE,428,7,1.532,low
11,51,denim,lexical_decision,TRUE,TRUE,561,5,1.532,low
11,52,kwilt,lexical_decision,FALSE,TRUE,659,NA,NA,nonword
11,53,another,lexical_decision,TRUE,TRUE,797,7,4.415,high
11,54,think,lexical_decision,TRUE,TRUE,916,5,5.138,high
11,55,cjvgy,lexical_decision,FALSE,TRUE,813,NA,NA,nonword
11,56,tipsy,lexical_decision,TRUE,TRUE,582,5,1.532,low
11,57,platter,lexical_decision,TRUE,TRUE,657,7,2.176,low
11,58,woven,lexical_decision,TRUE,TRUE,678,5,1.518,low
11,59,splinth,lexical_decision,FALSE,FALSE,349,NA,NA,nonword
11,60,glonick,lexical_decision,FALSE,FALSE,580,NA,NA,nonword
11,61,right,lexical_decision,TRUE,FALSE,666,5,5.311,high
11,62,through,lexical_decision,TRUE,TRUE,783,7,4.448,high
11,63,knitted,lexical_decision,TRUE,TRUE,332,7,1.532,low
11,64,ploke,lexical_decision,FALSE,FALSE,302,NA,NA,nonword
11,65,snackle,lexical_decision,FALSE,FALSE,493,NA,NA,nonword
12,2,stend,lexical_decision,FALSE,TRUE,1402,NA,NA,nonword
12,3,tpszk,lexical_decision,FALSE,TRUE,955,NA,NA,nonword
12,4,through,lexical_decision,TRUE,TRUE,656,7,4.448,high
12,5,sized,lexical_decision,TRUE,TRUE,660,5,1.518,low
12,6,lbmwq,lexical_decision,FALSE,TRUE,641,NA,NA,nonword
12,7,qwsdfge,lexical_decision,FALSE,TRUE,674,NA,NA,nonword
12,8,exert,lexical_decision,TRUE,TRUE,662,5,1.544,low
12,9,pasty,lexical_decision,TRUE,TRUE,621,5,1.505,low
12,10,going,lexical_decision,TRUE,TRUE,722,5,5.035,high
12,11,brendle,lexical_decision,FALSE,FALSE,912,NA,NA,nonword
12,12,fphql,lexical_decision,FALSE,TRUE,620,NA,NA,nonword
12,13,think,lexical_decision,TRUE,TRUE,1213,5,5.138,high
12,14,bcrztxl,lexical_decision,FALSE,TRUE,665,NA,NA,nonword
12,15,denim,lexical_decision,TRUE,TRUE,700,5,1.532,low
12,16,sorry,lexical_decision,TRUE,TRUE,609,5,4.775,high
12,17,another,lexical_decision,TRUE,TRUE,544,7,4.415,high
12,18,ptbwx,lexical_decision,FALSE,TRUE,594,NA,NA,nonword
12,19,taunt,lexical_decision,TRUE,TRUE,700,5,1.518,low
12,20,heaving,lexical_decision,TRUE,TRUE,624,7,1.505,low
12,21,blong,lexical_decision,FALSE,TRUE,945,NA,NA,nonword
12,22,right,lexical_decision,TRUE,TRUE,833,5,5.311,high
12,23,tromple,lexical_decision,FALSE,TRUE,1386,NA,NA,nonword
12,24,morning,lexical_decision,TRUE,TRUE,840,7,4.35,high
12,25,hmfjpwb,lexical_decision,FALSE,FALSE,709,NA,NA,nonword
12,26,knitted,lexical_decision,TRUE,TRUE,2085,7,1.532,low
12,27,frosket,lexical_decision,FALSE,TRUE,1302,NA,NA,nonword
12,28,trilogy,lexical_decision,TRUE,TRUE,729,7,1.518,low
12,29,bkgtl,lexical_decision,FALSE,TRUE,772,NA,NA,nonword
12,30,threp,lexical_decision,FALSE,TRUE,1005,NA,NA,nonword
12,31,claster,lexical_decision,FALSE,TRUE,955,NA,NA,nonword
12,32,ribbons,lexical_decision,TRUE,TRUE,661,7,2.176,low
12,33,splinth,lexical_decision,FALSE,TRUE,1062,NA,NA,nonword
12,34,gkfjvmd,lexical_decision,FALSE,TRUE,1103,NA,NA,nonword
12,35,qwsdf,lexical_decision,FALSE,TRUE,603,NA,NA,nonword
12,36,vqnfksp,lexical_decision,FALSE,TRUE,606,NA,NA,nonword
12,37,glarp,lexical_decision,FALSE,TRUE,1647,NA,NA,nonword
12,38,aided,lexical_decision,TRUE,TRUE,760,5,1.532,low
12,39,thought,lexical_decision,TRUE,TRUE,898,7,4.615,high
12,40,believe,lexical_decision,TRUE,TRUE,622,7,4.504,high
12,41,plimber,lexical_decision,FALSE,FALSE,686,NA,NA,nonword
12,42,glonick,lexical_decision,FALSE,TRUE,937,NA,NA,nonword
12,43,woven,lexical_decision,TRUE,FALSE,635,5,1.518,low
12,44,inhabit,lexical_decision,TRUE,TRUE,1476,7,1.532,low
12,45,thing,lexical_decision,TRUE,TRUE,646,5,4.745,high
12,46,maybe,lexical_decision,TRUE,TRUE,659,5,4.674,high
12,47,nothing,lexical_decision,TRUE,TRUE,705,7,4.639,high
12,48,ploke,lexical_decision,FALSE,TRUE,849,NA,NA,nonword
12,49,brote,lexical_decision,FALSE,TRUE,813,NA,NA,nonword
12,50,talking,lexical_decision,TRUE,TRUE,626,7,4.405,high
12,51,zxcvb,lexical_decision,FALSE,TRUE,816,NA,NA,nonword
12,52,tipsy,lexical_decision,TRUE,TRUE,833,5,1.532,low
12,53,looking,lexical_decision,TRUE,TRUE,653,7,4.344,high
12,54,flirp,lexical_decision,FALSE,FALSE,545,NA,NA,nonword
12,55,cjvgy,lexical_decision,FALSE,TRUE,654,NA,NA,nonword
12,56,where,lexical_decision,TRUE,TRUE,854,5,4.97,high
12,57,trinity,lexical_decision,TRUE,TRUE,595,7,2.176,low
12,58,ptwxlbn,lexical_decision,FALSE,TRUE,596,NA,NA,nonword
