participant_id,stim_type,rt,correct
37,incongruent,1001,TRUE
37,congruent,605,TRUE
37,incongruent,540,TRUE
37,congruent,476,TRUE
37,incongruent,548,TRUE
37,incongruent,536,TRUE
37,incongruent,592,TRUE
37,congruent,527,TRUE
37,incongruent,580,TRUE
37,congruent,496,TRUE
37,congruent,489,TRUE
37,incongruent,597,TRUE
37,congruent,609,TRUE
37,congruent,524,TRUE
37,congruent,533,TRUE
37,incongruent,403,TRUE
37,loose,549,TRUE
37,tight,489,TRUE
37,loose,655,TRUE
37,tight,458,TRUE
37,loose,406,TRUE
37,tight,510,TRUE
37,loose,457,TRUE
37,tight,636,TRUE
37,loose,391,TRUE
37,loose,385,TRUE
37,tight,506,TRUE
37,loose,600,TRUE
37,tight,506,TRUE
37,tight,484,TRUE
37,loose,509,TRUE
37,tight,511,TRUE
36,congruent,1447,TRUE
36,congruent,758,TRUE
36,congruent,883,TRUE
36,congruent,707,TRUE
36,incongruent,870,TRUE
36,congruent,747,TRUE
36,incongruent,872,TRUE
36,incongruent,748,TRUE
36,incongruent,767,TRUE
36,incongruent,636,TRUE
36,congruent,691,TRUE
36,congruent,545,TRUE
36,incongruent,690,TRUE
36,incongruent,671,TRUE
36,congruent,562,TRUE
36,incongruent,550,TRUE
36,tight,1396,TRUE
36,loose,757,TRUE
36,tight,525,TRUE
36,tight,454,TRUE
36,loose,440,TRUE
36,loose,466,TRUE
36,loose,558,TRUE
36,loose,382,TRUE
36,tight,480,TRUE
36,loose,531,TRUE
36,tight,383,TRUE
36,tight,463,TRUE
36,tight,535,TRUE
36,loose,575,TRUE
36,tight,524,TRUE
36,loose,506,TRUE
